Category,Company,Slogan,Logo_Link,Logo_File,r,g,b
food,Mrs. Grass,Ready in only 5 minutes!,https://www.sloganlist.com/upfile/202009/2020091556798693.png,images/food/Mrs._Grass.png,100,115,32
food,MOM Brands,Betchaâ canât taste the difference!,https://www.sloganlist.com/upfile/202006/2020062840876497.png,images/food/MOM_Brands.png,241,171,81
food,Sun-Maid,Americaâs favorite dried fruit,https://www.sloganlist.com/upfile/202006/2020061735142397.png,images/food/Sun-Maid.png,252,196,28
food,Menchie's Frozen Yogurt,We make you smile.,https://www.sloganlist.com/upfile/202006/2020060837979833.png,images/food/Menchie's_Frozen_Yogurt.png,220,149,147
food,Baxters,The family of fine foods.,https://www.sloganlist.com/upfile/202006/2020060385973153.png,images/food/Baxters.png,36,44,108
food,Swanson,Replace water with flavor.,https://www.sloganlist.com/upfile/202006/2020060401444451.png,images/food/Swanson.png,238,45,45
food,Progresso,A taste of the good life!,https://www.sloganlist.com/upfile/202006/2020060401536934.png,images/food/Progresso.png,219,161,144
food,Knorr,More taste in your life,https://www.sloganlist.com/upfile/202006/2020060401868067.png,images/food/Knorr.png,201,166,129
food,Doritos,For the bold,https://www.sloganlist.com/upfile/202006/2020060402259167.png,images/food/Doritos.png,52,35,33
food,RagÃº,That's Italian!,https://www.sloganlist.com/upfile/202006/2020060138446097.png,images/food/RagÃº.png,203,38,40
food,Pot Noodle,"hurt me, you slag",https://www.sloganlist.com/upfile/202006/2020060138664657.png,images/food/Pot_Noodle.png,130,124,99
food,Bubble O' Bill,It's a hoe-down,https://www.sloganlist.com/upfile/202006/2020060138921357.png,images/food/Bubble_O'_Bill.png,226,115,137
food,Brummel & Brown,"Must ""B"" Brummel & Brown",https://www.sloganlist.com/upfile/202006/2020060139122489.png,images/food/Brummel_&_Brown.png,74,132,160
food,Toffifee,Itâs too good for the kids,https://www.sloganlist.com/upfile/202005/2020052681237481.png,images/food/Toffifee.png,230,204,198
food,100 Grand Bar,That's Rich!,https://www.sloganlist.com/upfile/202009/2020091557215137.png,images/food/100_Grand_Bar.png,216,29,42
food,Smarties,Only Smarties have the answer,https://www.sloganlist.com/upfile/202005/2020052682964785.png,images/food/Smarties.png,120,88,76
food,York Peppermint Pattie,Get the Sensation,https://www.sloganlist.com/upfile/202005/2020052683209233.png,images/food/York_Peppermint_Pattie.png,56,55,133
food,Almond Joy,Sometimes you feel like a nut. Sometimes you donât,https://www.sloganlist.com/upfile/202005/2020052683478761.png,images/food/Almond_Joy.png,13,13,13
food,Total Cereal,Today is the first day of the rest of our life.,https://www.sloganlist.com/upfile/202005/2020052633479841.png,images/food/Total_Cereal.png,208,47,65
food,Shredded wheat,Bet you canât eat three,https://www.sloganlist.com/upfile/202005/2020052633662977.png,images/food/Shredded_wheat.png,156,4,4
food,Life (cereal),Life is full of surprises,https://www.sloganlist.com/upfile/202005/2020052633826037.png,images/food/Life_(cereal).png,22,188,178
food,Honey Nut Cheerios,It's a honey of an O.,https://www.sloganlist.com/upfile/202009/2020090738915909.png,images/food/Honey_Nut_Cheerios.png,207,155,30
food,Corn Pops,Gotta have my pops!,https://www.sloganlist.com/upfile/202005/2020052634287689.png,images/food/Corn_Pops.png,206,29,36
food,Triscuit,Real. Satisfying. Crackers.,https://www.sloganlist.com/upfile/202005/2020050939484869.png,images/food/Triscuit.png,4,60,124
food,Altoids,Used for holding anything but mints,https://www.sloganlist.com/upfile/202005/2020050940081529.png,images/food/Altoids.png,199,184,110
food,Cheez-It,A Baked Rarebit.,https://www.sloganlist.com/upfile/202004/2020042759146441.png,images/food/Cheez-It.png,196,33,29
food,Arnott's Shapes,Flavour You Can See,https://www.sloganlist.com/upfile/202004/2020042759392657.png,images/food/Arnott's_Shapes.png,209,44,31
food,Goldfish (cracker),The Snack that Smiles Back,https://www.sloganlist.com/upfile/202004/2020042760140053.png,images/food/Goldfish_(cracker).png,58,26,25
food,Dole Food,The Dawn of the Nutrition Age.,https://www.sloganlist.com/upfile/202005/2020050940356373.png,images/food/Dole_Food.png,10,90,164
food,Dean Foods,It Seemed Like a Good Idea at the Time.,https://www.sloganlist.com/upfile/202005/2020050940540833.png,images/food/Dean_Foods.png,4,109,93
food,Carte D'Or Ice Cream,Give more. Give Carte DâOr.,https://www.sloganlist.com/upfile/202003/2020032835852885.png,images/food/Carte_D'Or_Ice_Cream.png,176,106,63
food,Arctic Zero Ice Cream,"So good, you wonât know itâs healthy!",https://www.sloganlist.com/upfile/202003/2020032759850757.png,images/food/Arctic_Zero_Ice_Cream.png,28,180,177
food,Moritz Ice Cream,Make time to indulge.,https://www.sloganlist.com/upfile/202005/2020050940743841.png,images/food/Moritz_Ice_Cream.png,18,18,18
food,Blue Bunny Ice Cream,"So good, itâs speaks for itself.",https://www.sloganlist.com/upfile/202009/2020091557552705.png,images/food/Blue_Bunny_Ice_Cream.png,13,132,194
food,Magnolia,Celebrate Goodness Everyday,https://www.sloganlist.com/upfile/202003/2020032758205917.png,images/food/Magnolia.png,22,85,151
food,Skinny Cow Ice Cream,Love yourself.,https://www.sloganlist.com/upfile/202003/2020032754264001.png,images/food/Skinny_Cow_Ice_Cream.png,98,64,52
food,Helms Bakery,Daily at Your Door,https://www.sloganlist.com/upfile/201911/2019112284024657.png,images/food/Helms_Bakery.png,22,46,108
food,Lollicup Coffee & Tea,"Add a Little Fun, Mix a Little Flavor",https://www.sloganlist.com/upfile/202009/2020091557764729.png,images/food/Lollicup_Coffee_&_Tea.png,207,204,51
food,Baker's Dozen Donuts,Not Just Donuts...,https://www.sloganlist.com/upfile/201909/2019090581969593.png,images/food/Baker's_Dozen_Donuts.png,70,139,145
food,Dan-D Foods,Fine Foods of the Earth,https://www.sloganlist.com/upfile/201909/2019090582121641.png,images/food/Dan-D_Foods.png,195,67,53
food,Wispa,Time Well Mis-spent,https://www.sloganlist.com/upfile/201908/2019082303428329.png,images/food/Wispa.png,197,26,19
food,Cadbury Roses,Roses Grow On You.,https://www.sloganlist.com/upfile/201908/2019082303641329.png,images/food/Cadbury_Roses.png,69,52,130
food,Picnic (chocolate bar),Deliciously ugly,https://www.sloganlist.com/upfile/201908/2019082303969016.png,images/food/Picnic_(chocolate_bar).png,83,42,114
food,Moro (chocolate bar),Get more go,https://www.sloganlist.com/upfile/201908/2019082304242126.png,images/food/Moro_(chocolate_bar).png,59,125,175
food,Crunchie,Get that Friday feeling,https://www.sloganlist.com/upfile/201908/2019082304563001.png,images/food/Crunchie.png,199,199,204
food,Chomp (chocolate bar),It's a monster chew!,https://www.sloganlist.com/upfile/201908/2019082304804063.png,images/food/Chomp_(chocolate_bar).png,154,90,126
food,Trix (cereal),Trix Are For Kids!,https://www.sloganlist.com/upfile/201908/2019081971624441.png,images/food/Trix_(cereal).png,191,203,140
food,Time Out (chocolate bar),âthe wafer break with a layer of Flake.,https://www.sloganlist.com/upfile/201908/2019081940015909.png,images/food/Time_Out_(chocolate_bar).png,50,126,199
food,Violet Crumble,It's the way it shatters that matters.,https://www.sloganlist.com/upfile/201908/2019081940315033.png,images/food/Violet_Crumble.png,245,188,67
food,Cadbury Creme Egg,It's Hunting Season.,https://www.sloganlist.com/upfile/201907/2019071304494360.png,images/food/Cadbury_Creme_Egg.png,88,41,141
food,Planters,Naturally Remarkable.,https://www.sloganlist.com/upfile/201907/2019071038576797.png,images/food/Planters.png,22,97,186
food,Chips Ahoy!,Crazy with chips!,https://www.sloganlist.com/upfile/201907/2019070962554081.png,images/food/Chips_Ahoy!.png,186,184,210
food,Fancy Feast,The best ingredient is love.,https://www.sloganlist.com/upfile/201907/2019070962790409.png,images/food/Fancy_Feast.png,195,184,140
food,Dolmio,Whenâsa your Dolmio day?,https://www.sloganlist.com/upfile/201907/2019070905904862.png,images/food/Dolmio.png,34,12,13
food,Hula Hoops,Best ever flavour.,https://www.sloganlist.com/upfile/201907/2019070906073018.png,images/food/Hula_Hoops.png,205,42,62
food,5 (gum),Stimulate Your Senses.,https://www.sloganlist.com/upfile/202009/2020091558004573.png,images/food/5_(gum).png,125,123,125
food,Peperami,"All Pork, No Bull.",https://www.sloganlist.com/upfile/201907/2019070837435109.png,images/food/Peperami.png,213,193,194
food,Colman's,"Come on Colman's, light my fire.",https://www.sloganlist.com/upfile/201907/2019070837741625.png,images/food/Colman's.png,236,28,36
food,Boursin cheese,"Some bread, some wine, some Boursin.",https://www.sloganlist.com/upfile/201907/2019070837903393.png,images/food/Boursin_cheese.png,216,182,97
food,Butterfinger,better butter finger.,https://www.sloganlist.com/upfile/201906/2019061454696033.png,images/food/Butterfinger.png,12,84,181
food,3 Musketeers,Big on Chocolate!,https://www.sloganlist.com/upfile/201906/2019061453709393.png,images/food/3_Musketeers.png,14,91,174
food,Trident (gum),See what Unfolds.,https://www.sloganlist.com/upfile/201906/2019061452988409.png,images/food/Trident_(gum).png,198,190,191
food,Cheetos,Dangerously cheesy.,https://www.sloganlist.com/upfile/201906/2019061405784516.png,images/food/Cheetos.png,23,11,26
food,Hostess CupCake,Where's the cream filling?,https://www.sloganlist.com/upfile/201906/2019061405151532.png,images/food/Hostess_CupCake.png,194,188,201
food,Ouma Rusks,Baked on the original farm.,https://www.sloganlist.com/upfile/201906/2019061403740985.png,images/food/Ouma_Rusks.png,105,74,49
food,Oreo,Only oreo.,https://www.sloganlist.com/upfile/201906/2019061403485563.png,images/food/Oreo.png,33,121,193
food,Nik Naks,Eat The Freak.,https://www.sloganlist.com/upfile/201906/2019061403213985.png,images/food/Nik_Naks.png,48,34,35
food,Ruffles,Ruffles have RRRidges.,https://www.sloganlist.com/upfile/201906/2019061402844751.png,images/food/Ruffles.png,148,178,207
food,Toaster Strudel,Get Zem GÃ¶ing.,https://www.sloganlist.com/upfile/201906/2019061401965985.png,images/food/Toaster_Strudel.png,62,132,186
food,Tastykake,The Cake That Made Mother Stop Baking.,https://www.sloganlist.com/upfile/201906/2019061401659172.png,images/food/Tastykake.png,33,65,137
food,Walkers,Fresh Taste Guaranteed.,https://www.sloganlist.com/upfile/201906/2019061401194141.png,images/food/Walkers.png,246,200,11
food,Branston,Bring out the Branston.,https://www.sloganlist.com/upfile/201905/2019052354393173.png,images/food/Branston.png,218,188,52
food,Twisties,Life's pretty straight without...,https://www.sloganlist.com/upfile/201905/2019051039685313.png,images/food/Twisties.png,202,51,46
food,Burger Rings,Full on burger flavour.,https://www.sloganlist.com/upfile/201905/2019051039915985.png,images/food/Burger_Rings.png,216,198,4
food,Cocoa Krispies,Can you handle the crunch?,https://www.sloganlist.com/upfile/201905/2019051040196921.PNG,images/food/Cocoa_Krispies.PNG,116,55,43
food,Rice-A-Roni,The San Francisco Treat.,https://www.sloganlist.com/upfile/202009/2020090341861157.png,images/food/Rice-A-Roni.png,153,21,20
food,Life Savers,Still only 5 cents.,https://www.sloganlist.com/upfile/202009/2020090342023173.png,images/food/Life_Savers.png,83,115,174
food,Golden Crisp,Canât Get Enough of That Golden Crisp.,https://www.sloganlist.com/upfile/202009/2020090342203353.png,images/food/Golden_Crisp.png,38,153,215
food,Alpha Bits,They're ice-cream-a-licious!,https://www.sloganlist.com/upfile/201904/2019042800942469.png,images/food/Alpha_Bits.png,44,69,148
food,Cheerios,Toasted Whole Grain Oat Cereal.,https://www.sloganlist.com/upfile/201904/2019042801107751.png,images/food/Cheerios.png,251,197,118
food,Kix (cereal),Kid-tested. Parent-approved.,https://www.sloganlist.com/upfile/201904/2019042801270860.png,images/food/Kix_(cereal).png,16,109,176
food,Grape Nuts,Makes Red Blood!,https://www.sloganlist.com/upfile/201904/2019042801628329.png,images/food/Grape_Nuts.png,72,35,100
food,Apple Jacks,We eat what we like.,https://www.sloganlist.com/upfile/201904/2019042801844251.png,images/food/Apple_Jacks.png,24,19,19
food,Yorkie (chocolate bar),Itâs Not For Girls.,https://www.sloganlist.com/upfile/201904/2019042442632901.png,images/food/Yorkie_(chocolate_bar).png,237,181,72
food,Aero (chocolate),Have you felt the bubbles melt?,https://www.sloganlist.com/upfile/201904/2019041643497925.jpg,images/food/Aero_(chocolate).jpg,135,45,30
food,Tootsie Pop,the center of a Tootsie Pop.,https://www.sloganlist.com/upfile/201904/2019041643007225.png,images/food/Tootsie_Pop.png,219,208,206
food,A.1. Sauce,Makes beef sing.,https://www.sloganlist.com/upfile/201904/2019041138401081.png,images/food/A.1._Sauce.png,132,48,43
food,Rolaids,that's how you spell relief.,https://www.sloganlist.com/upfile/201904/2019042442024133.png,images/food/Rolaids.png,29,26,26
food,Jell-O,There's always room for Jell-O.,https://www.sloganlist.com/upfile/201904/2019042442890681.png,images/food/Jell-O.png,4,4,4
food,Prego,It's in there!.,https://www.sloganlist.com/upfile/201904/2019042442981477.png,images/food/Prego.png,208,59,23
food,Heinz Baked Beans,Beanz meanz Heinz.,https://www.sloganlist.com/upfile/201904/2019042443118557.png,images/food/Heinz_Baked_Beans.png,71,147,85
food,Blue Bonnet,I'm on it like Blue Bonnet!,https://www.sloganlist.com/upfile/201902/2019022653493753.png,images/food/Blue_Bonnet.png,212,221,207
food,Honey Bunches of Oats,It's what's for breakfast.,https://www.sloganlist.com/upfile/201902/2019022463765693.jpg,images/food/Honey_Bunches_of_Oats.jpg,193,134,71
food,Birds Eye,Come Home To Birds Eye Country.,https://www.sloganlist.com/upfile/201902/2019022463890941.png,images/food/Birds_Eye.png,235,177,142
food,Candwich,"Quick & Tasty, Ready to Eat.",https://www.sloganlist.com/upfile/201902/2019022162040333.jpg,images/food/Candwich.jpg,56,43,75
food,Casa Sanchez,flavor out of this world.,https://www.sloganlist.com/upfile/201902/2019022161363177.png,images/food/Casa_Sanchez.png,48,44,43
food,Francesco Rinaldi,Enjoyed by everyone.,https://www.sloganlist.com/upfile/201902/2019022160527957.jpg,images/food/Francesco_Rinaldi.jpg,209,209,209
food,Idaho Spud,The Candy Bar That Makes Idaho Famous.,https://www.sloganlist.com/upfile/201902/2019022160024741.jpg,images/food/Idaho_Spud.jpg,241,233,223
food,Meggle,Ich bin ein Gourmeggle.,https://www.sloganlist.com/upfile/201902/2019022158882365.png,images/food/Meggle.png,207,229,228
food,Quaker,"Nothing is better for thee, than me.",https://www.sloganlist.com/upfile/201902/2019022158483897.png,images/food/Quaker.png,28,44,76
food,Shurfine,You sure save more at a ShurSave store.,https://www.sloganlist.com/upfile/201902/2019022157814145.png,images/food/Shurfine.png,225,33,41
food,Shreddies,Shreddie or not?,https://www.sloganlist.com/upfile/201902/2019021802588637.jpg,images/food/Shreddies.jpg,146,32,38
food,Bisto,"Aah, Bisto!",https://www.sloganlist.com/upfile/201902/2019021702225434.jpg,images/food/Bisto.jpg,231,219,211
food,Hillshire Farm,Go Meat!,https://www.sloganlist.com/upfile/201905/2019052375289577.png,images/food/Hillshire_Farm.png,179,53,59
food,Campbell's,M'm! M'm! Good!,https://www.sloganlist.com/upfile/201904/2019040572561161.png,images/food/Campbell's.png,188,36,68
food,Wheaties,Breakfast of Champions,https://www.sloganlist.com/upfile/201904/2019040572177249.png,images/food/Wheaties.png,47,97,142
food,Ajinomoto,"Eat Well, Live Well.",https://www.sloganlist.com/upfile/201901/2019012454245689.png,images/food/Ajinomoto.png,250,202,204
food,Mamee Double-Decker,A World of Good Taste.,https://www.sloganlist.com/upfile/201901/2019012154523017.JPG,images/food/Mamee_Double-Decker.JPG,238,201,186
food,Freia (chocolate),A small piece of Norway.,https://www.sloganlist.com/upfile/201901/2019012060561081.png,images/food/Freia_(chocolate).png,251,203,208
food,Golden Wonder,You'll never grow old in Golden Wonderland!,https://www.sloganlist.com/upfile/201901/2019011552965769.png,images/food/Golden_Wonder.png,225,159,132
food,Ferrero-KÃ¼sschen,Give a KÃ¼sschen to your friend!,https://www.sloganlist.com/upfile/201901/2019011439342365.png,images/food/Ferrero-KÃ¼sschen.png,225,204,198
food,Ritter Sport,Quality in a Square.,https://www.sloganlist.com/upfile/201901/2019010807057527.png,images/food/Ritter_Sport.png,198,207,213
food,Haribo,Child and adult is happy.,https://www.sloganlist.com/upfile/201901/2019010740187605.png,images/food/Haribo.png,218,24,20
food,PÃR Gum,Live PUR.,https://www.sloganlist.com/upfile/201901/2019010347377437.png,images/food/PÃR_Gum.png,4,196,180
food,Chicken Tonight,I feel like Chicken Tonight.,https://www.sloganlist.com/upfile/202009/2020090778564601.png,images/food/Chicken_Tonight.png,40,131,86
food,Hobnob biscuit,Chocolate now has Hobnobs underneath.,https://www.sloganlist.com/upfile/202009/2020091558531289.png,images/food/Hobnob_biscuit.png,223,154,29
food,Homepride,the one with the bag.,https://www.sloganlist.com/upfile/202009/2020090778814937.png,images/food/Homepride.png,65,65,56
food,Marmite,Love it or hate it.,https://www.sloganlist.com/upfile/202009/2020090779172921.png,images/food/Marmite.png,152,52,63
food,Tip Top Bakeries,Tip Top's the One.,https://www.sloganlist.com/upfile/202009/2020090779279969.png,images/food/Tip_Top_Bakeries.png,222,39,46
food,Chiko Roll,You can't knock the roll.,https://www.sloganlist.com/upfile/201812/2018122942254905.png,images/food/Chiko_Roll.png,252,188,36
food,Now and Later,Share the Square.,https://www.sloganlist.com/upfile/202009/2020090779506073.png,images/food/Now_and_Later.png,188,187,188
food,Milky Way,Life's Better the Milky Way.,https://www.sloganlist.com/upfile/201812/2018122862928129.png,images/food/Milky_Way.png,236,225,212
food,Dippin' Dots,Ice Cream of the Future,https://www.sloganlist.com/upfile/202009/2020090779859897.png,images/food/Dippin'_Dots.png,231,122,70
food,Lunchables,Make fun of lunch!,https://www.sloganlist.com/upfile/202009/2020090780023017.png,images/food/Lunchables.png,247,216,217
food,Smucker,it has to be good.,https://www.sloganlist.com/upfile/201812/2018121944393001.png,images/food/Smucker.png,36,34,34
food,Reese's Peanut Butter Cups,Not Sorry,https://www.sloganlist.com/upfile/201812/2018121942526625.jpg,images/food/Reese's_Peanut_Butter_Cups.jpg,92,41,5
food,Bertolli,Passion makes perfect.,https://www.sloganlist.com/upfile/202009/2020090780334145.png,images/food/Bertolli.png,233,213,189
food,Stork (margarine),The difference is worth talking about.,https://www.sloganlist.com/upfile/202009/2020090780506345.png,images/food/Stork_(margarine).png,214,216,230
food,Flora (margarine),Better butteryness.,https://www.sloganlist.com/upfile/202009/2020090780766065.png,images/food/Flora_(margarine).png,21,67,48
food,Country Crock,Where good habits are delicious.,https://www.sloganlist.com/upfile/202009/2020090780923233.png,images/food/Country_Crock.png,92,60,28
food,Clover (spread),Made for family.,https://www.sloganlist.com/upfile/202009/2020090781123433.png,images/food/Clover_(spread).png,36,129,71
food,Meadow Lea,You ought to be congratulated.,https://www.sloganlist.com/upfile/202009/2020090781433593.png,images/food/Meadow_Lea.png,62,85,149
food,Blue Band,Spread every slice!,https://www.sloganlist.com/upfile/202009/2020090781712969.png,images/food/Blue_Band.png,54,90,162
food,Imperial margarine,Fit for a king.,https://www.sloganlist.com/upfile/202009/2020090782000169.png,images/food/Imperial_margarine.png,210,170,144
food,Becel,Love your heart.,https://www.sloganlist.com/upfile/202009/2020090782322521.png,images/food/Becel.png,233,218,61
food,Lurpak,Your everyday luxury.,https://www.sloganlist.com/upfile/202009/2020090782594753.png,images/food/Lurpak.png,28,44,92
food,Utterly Butterly,Utterly smitten.,https://www.sloganlist.com/upfile/202009/2020090782840793.png,images/food/Utterly_Butterly.png,103,135,183
food,President cheese,Perfectly paired with life.,https://www.sloganlist.com/upfile/202009/2020090783108649.png,images/food/President_cheese.png,221,133,113
food,Primula,Perfect for sharing.,https://www.sloganlist.com/upfile/202009/2020090783323185.png,images/food/Primula.png,36,28,28
food,Babybel,100% natural. 100% fun!,https://www.sloganlist.com/upfile/202008/2020083155888725.png,images/food/Babybel.png,207,218,181
food,Lea & Perrins,The original and Genuine.,https://www.sloganlist.com/upfile/202008/2020083155646989.png,images/food/Lea_&_Perrins.png,188,162,107
food,Peters Ice Cream,Music to your mouth.,https://www.sloganlist.com/upfile/202008/2020083155220845.png,images/food/Peters_Ice_Cream.png,211,54,57
food,Weis,The taste on everyone's lips.,https://www.sloganlist.com/upfile/202009/2020091558773709.png,images/food/Weis.png,236,44,44
food,Mackie's,Creamy by nature!,https://www.sloganlist.com/upfile/202008/2020083154868997.png,images/food/Mackie's.png,66,62,108
food,Magnum (ice cream),For pleasure seekers.,https://www.sloganlist.com/upfile/201811/2018112280635161.png,images/food/Magnum_(ice_cream).png,69,34,19
food,Ryvita,Britton loves Ryvita.,https://www.sloganlist.com/upfile/202008/2020083153614681.png,images/food/Ryvita.png,236,28,44
food,Beech-Nut,Small Is Big Here.,https://www.sloganlist.com/upfile/201811/2018112037946609.jpg,images/food/Beech-Nut.jpg,41,101,44
food,Carvel (franchise),America's freshest ice cream.,https://www.sloganlist.com/upfile/201811/2018111937853721.png,images/food/Carvel_(franchise).png,164,4,52
food,Doublemint gum,Donât Forget The Fruit Gums.,https://www.sloganlist.com/upfile/201811/2018111238880625.png,images/food/Doublemint_gum.png,8,106,96
food,Kellogg's,The simpler the better.,https://www.sloganlist.com/upfile/201811/2018111235756765.png,images/food/Kellogg's.png,212,20,68
food,Lucky Charms,Theyâre magically delicious.,https://www.sloganlist.com/upfile/202008/2020083153160033.png,images/food/Lucky_Charms.png,233,174,59
food,Mentos,Stay Fresh,https://www.sloganlist.com/upfile/201811/2018111177188233.png,images/food/Mentos.png,187,205,230
food,Starburst(Opal Fruits),Unexplainably Juicy.,https://www.sloganlist.com/upfile/201811/2018111176313313.png,images/food/Starburst(Opal_Fruits).png,229,15,10
food,Snickers,Get some nuts!,https://www.sloganlist.com/upfile/201811/2018111172067441.png,images/food/Snickers.png,31,28,63
food,Twix,Itâs all in the mix.,https://www.sloganlist.com/upfile/201811/2018111078801473.png,images/food/Twix.png,209,187,169
food,Swensen's,Good as father used to make.,https://www.sloganlist.com/upfile/201811/2018110385506641.jpg,images/food/Swensen's.jpg,36,36,36
food,Marble Slab Creamery,Originality in every scoop.,https://www.sloganlist.com/upfile/202009/2020091559350673.png,images/food/Marble_Slab_Creamery.png,162,151,38
food,Graeter's,Irresistible Graeter's.,https://www.sloganlist.com/upfile/202009/2020091559455025.png,images/food/Graeter's.png,138,61,69
food,Ben & Jerry's,"Peace, love & ice cream.",https://www.sloganlist.com/upfile/201811/2018110385011513.png,images/food/Ben_&_Jerry's.png,49,37,17
food,Baskin-Robbins,More flavors. More fun.,https://www.sloganlist.com/upfile/201811/2018110384488265.png,images/food/Baskin-Robbins.png,233,211,230
food,Ore-Ida,"Easy Open, Easy Pour Bag!",https://www.sloganlist.com/upfile/201810/2018102980128641.png,images/food/Ore-Ida.png,247,219,4
food,Kraft Foods,A little taste of heaven.,https://www.sloganlist.com/upfile/201810/2018102979526113.png,images/food/Kraft_Foods.png,237,22,73
food,Kelly's of Cornwall,Cornish by nature.,https://www.sloganlist.com/upfile/201810/2018102561779077.png,images/food/Kelly's_of_Cornwall.png,215,39,30
food,HB ice cream,One of life's simple pleasures.,https://www.sloganlist.com/upfile/201810/2018102561597029.png,images/food/HB_ice_cream.png,220,36,28
food,Vadilal,Nothing but goodness.,https://www.sloganlist.com/upfile/201810/2018102561301545.png,images/food/Vadilal.png,237,23,33
food,Tip Top,Tip Top. Real ice creamier.,https://www.sloganlist.com/upfile/201810/2018102561039873.png,images/food/Tip_Top.png,236,44,60
food,Hunt's,Only the best tomatoes grow up to be Hunt's.,https://www.sloganlist.com/upfile/201810/2018102560542449.png,images/food/Hunt's.png,198,18,23
food,Hellmann's,Bring out the best.,https://www.sloganlist.com/upfile/201810/2018102560337013.png,images/food/Hellmann's.png,31,64,134
food,Bega Cheese,Better buy Bega.,https://www.sloganlist.com/upfile/201810/2018102559895981.png,images/food/Bega_Cheese.png,160,207,183
food,Coon cheese,The choice of COONoisseurs.,https://www.sloganlist.com/upfile/201810/2018102559706841.gif,images/food/Coon_cheese.gif,14,87,160
food,Jarlsberg cheese,Only Jarlsberg is Jarlsberg.,https://www.sloganlist.com/upfile/201810/2018102559367605.png,images/food/Jarlsberg_cheese.png,237,203,86
food,Dairylea (cheese),Herds of Dairylea goodness.,https://www.sloganlist.com/upfile/201810/2018102558761045.jpg,images/food/Dairylea_(cheese).jpg,210,234,226
food,Wyke Farms,Over 100 years of family farming.,https://www.sloganlist.com/upfile/201810/2018102558549389.jpg,images/food/Wyke_Farms.jpg,219,193,180
food,Pilgrims Choice,Good choice pilgrim.,https://www.sloganlist.com/upfile/201810/2018102558387277.png,images/food/Pilgrims_Choice.png,191,176,143
food,Wall's,Share happy.,https://www.sloganlist.com/upfile/201810/2018101577240201.png,images/food/Wall's.png,220,36,28
food,Blue Bell Ice Cream,The best ice cream in the country.,https://www.sloganlist.com/upfile/201901/2019010681362033.png,images/food/Blue_Bell_Ice_Cream.png,8,126,250
food,Popsicle,Anything's possible with Popsicle.,https://www.sloganlist.com/upfile/201810/2018101576866265.png,images/food/Popsicle.png,24,65,170
food,Breyers,It's way beyond ice cream.,https://www.sloganlist.com/upfile/201810/2018101576697705.jpg,images/food/Breyers.jpg,178,185,171
food,Haagen-Dazs,Made like no other.,https://www.sloganlist.com/upfile/201810/2018101576529737.png,images/food/Haagen-Dazs.png,55,56,56
food,Cornetto,"Enjoy the ride, love the ending",https://www.sloganlist.com/upfile/201810/2018101576427801.png,images/food/Cornetto.png,98,46,23
food,Chapman's,For the kid in all of us,https://www.sloganlist.com/upfile/201810/2018101576255609.png,images/food/Chapman's.png,25,31,37
food,Good Humor,Return to the classics,https://www.sloganlist.com/upfile/201810/2018101576149457.png,images/food/Good_Humor.png,220,36,28
food,Perry's Ice Cream,Life is a bowl of Perry's.,https://www.sloganlist.com/upfile/201810/2018101576010513.png,images/food/Perry's_Ice_Cream.png,209,46,64
food,Quavers,They're floaty light!,https://www.sloganlist.com/upfile/201810/2018102646187497.png,images/food/Quavers.png,197,217,190
food,Lay's,Betcha can't eat just one!,https://www.sloganlist.com/upfile/201810/2018101575514345.png,images/food/Lay's.png,238,217,197
food,BelGioioso Cheese,Quality never stops.,https://www.sloganlist.com/upfile/201810/2018101575171905.gif,images/food/BelGioioso_Cheese.gif,207,168,172
food,Dubliner Cheese,Character in every bite.,https://www.sloganlist.com/upfile/201810/2018102644039777.jpg,images/food/Dubliner_Cheese.jpg,217,218,210
food,The Laughing Cow,Made with laughter.,https://www.sloganlist.com/upfile/201810/2018101574560625.png,images/food/The_Laughing_Cow.png,135,40,46
food,Leerdammer,Put pleasure first,https://www.sloganlist.com/upfile/202009/2020091559604965.png,images/food/Leerdammer.png,35,32,31
food,Sargento,We're real cheese people,https://www.sloganlist.com/upfile/201810/2018102556072701.jpg,images/food/Sargento.jpg,27,24,21
food,Callebaut,For the love of chocolate.,https://www.sloganlist.com/upfile/201810/2018101573827145.jpg,images/food/Callebaut.jpg,235,232,223
food,Cadbury Dairy Milk,Free the joy.,https://www.sloganlist.com/upfile/201810/2018101573582425.png,images/food/Cadbury_Dairy_Milk.png,67,39,109
food,Milka,Tenderness is inside.,https://www.sloganlist.com/upfile/201810/2018101573449593.png,images/food/Milka.png,116,92,180
food,Ghirardelli Chocolate,Moments of timeless pleasure.,https://www.sloganlist.com/upfile/201810/2018101573348145.png,images/food/Ghirardelli_Chocolate.png,56,95,134
food,Cailler,Pure chocolate. Pure emotion.,https://www.sloganlist.com/upfile/201810/2018102644246605.jpg,images/food/Cailler.jpg,240,235,222
food,Hershey's,Hello happy. Hello Hershey's.,https://www.sloganlist.com/upfile/201810/2018101572944217.png,images/food/Hershey's.png,172,172,172
food,Dove Chocolate,Choose pleasure.,https://www.sloganlist.com/upfile/201810/2018102642918137.png,images/food/Dove_Chocolate.png,31,31,31
food,Dreyer's,Share a Scoop. Share a Smile!,https://www.sloganlist.com/upfile/201810/2018100785294633.png,images/food/Dreyer's.png,103,47,22
